ClassificationID,SourceInventoryID,TargetName,FullPath,RelativePath,Dimension,ProposedLabel,ConfidenceTier,ConfidenceReason,RequiresReview
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Text  Replac. (d617).streamDeckAction,ELGATO/Open Application - Text  Replac. (d617).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Text  Replac. (d617).streamDeckAction,ELGATO/Open Application - Text  Replac. (d617).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Text  Replac. (d617).streamDeckAction,ELGATO/Open Application - Text  Replac. (d617).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Hotkey - RIGHT (269e).streamDeckAction,ELGATO/Hotkey - RIGHT (269e).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Hotkey - RIGHT (269e).streamDeckAction,ELGATO/Hotkey - RIGHT (269e).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Hotkey - RIGHT (269e).streamDeckAction,ELGATO/Hotkey - RIGHT (269e).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - financas2. (36e5).streamDeckAction,ELGATO/Open - financas2. (36e5).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - financas2. (36e5).streamDeckAction,ELGATO/Open - financas2. (36e5).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - financas2. (36e5).streamDeckAction,ELGATO/Open - financas2. (36e5).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - CURRENT PROJECT (4bed).streamDeckAction,ELGATO/Open - CURRENT PROJECT (4bed).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - CURRENT PROJECT (4bed).streamDeckAction,ELGATO/Open - CURRENT PROJECT (4bed).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - CURRENT PROJECT (4bed).streamDeckAction,ELGATO/Open - CURRENT PROJECT (4bed).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Antigravi.    IDE (948f).streamDeckAction,ELGATO/Open Application - Antigravi.    IDE (948f).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Antigravi.    IDE (948f).streamDeckAction,ELGATO/Open Application - Antigravi.    IDE (948f).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Antigravi.    IDE (948f).streamDeckAction,ELGATO/Open Application - Antigravi.    IDE (948f).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Copilot (7c1d).streamDeckAction,ELGATO/Open Application - Copilot (7c1d).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Copilot (7c1d).streamDeckAction,ELGATO/Open Application - Copilot (7c1d).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Copilot (7c1d).streamDeckAction,ELGATO/Open Application - Copilot (7c1d).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Elgato Stream (74bb).streamDeckAction,ELGATO/Open Application - Elgato Stream (74bb).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Elgato Stream (74bb).streamDeckAction,ELGATO/Open Application - Elgato Stream (74bb).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Elgato Stream (74bb).streamDeckAction,ELGATO/Open Application - Elgato Stream (74bb).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Google     Drive (cf7f).streamDeckAction,ELGATO/Open Application - Google     Drive (cf7f).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Google     Drive (cf7f).streamDeckAction,ELGATO/Open Application - Google     Drive (cf7f).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
