ClassificationID,SourceInventoryID,TargetName,FullPath,RelativePath,Dimension,ProposedLabel,ConfidenceTier,ConfidenceReason,RequiresReview
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/zh_HK.strings,TV/Media.localized/.localized/zh_HK.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/zh_HK.strings,TV/Media.localized/.localized/zh_HK.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/en_GB.strings,TV/Media.localized/.localized/en_GB.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/en_GB.strings,TV/Media.localized/.localized/en_GB.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/en_AU.strings,TV/Media.localized/.localized/en_AU.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/en_AU.strings,TV/Media.localized/.localized/en_AU.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/da.strings,TV/Media.localized/.localized/da.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/da.strings,TV/Media.localized/.localized/da.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/fr.strings,TV/Media.localized/.localized/fr.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/fr.strings,TV/Media.localized/.localized/fr.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/ro.strings,TV/Media.localized/.localized/ro.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/ro.strings,TV/Media.localized/.localized/ro.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/pt.strings,TV/Media.localized/.localized/pt.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/pt.strings,TV/Media.localized/.localized/pt.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/en_IN.strings,TV/Media.localized/.localized/en_IN.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/en_IN.strings,TV/Media.localized/.localized/en_IN.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/pt_PT.strings,TV/Media.localized/.localized/pt_PT.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/pt_PT.strings,TV/Media.localized/.localized/pt_PT.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/ms.strings,TV/Media.localized/.localized/ms.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/ms.strings,TV/Media.localized/.localized/ms.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/ko.strings,TV/Media.localized/.localized/ko.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/ko.strings,TV/Media.localized/.localized/ko.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/sl.strings,TV/Media.localized/.localized/sl.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/sl.strings,TV/Media.localized/.localized/sl.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/hu.strings,TV/Media.localized/.localized/hu.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/hu.strings,TV/Media.localized/.localized/hu.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/hi.strings,TV/Media.localized/.localized/hi.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/hi.strings,TV/Media.localized/.localized/hi.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/tr.strings,TV/Media.localized/.localized/tr.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/tr.strings,TV/Media.localized/.localized/tr.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
